baseItem,category,tier,cost,nMats,mat1,mat1count,mat2,mat2count,mat3,mat3count,mat4,mat4count,mat5,mat5count,mat6,mat6count
Capable Boots,16,2,4800,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Capable Boots,16,3,4800,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
Cuivre Legs,16,0,5040,2,Cave Shrimp Eggs,2,Cave Shrimp,2,,,,,,,,
Cuivre Legs,16,1,5040,2,Cave Shrimp Eggs,2,Cave Shrimp,4,,,,,,,,
Cuivre Legs,16,2,5040,3,Padding,2,War Demon Ancestor's Large Tusk,2,Water Purification Stone Powder,2,,,,,,
Cuivre Legs,16,3,5040,3,Padding,2,War Demon Ancestor's Large Tusk,4,Water Purification Stone Powder,4,,,,,,
Mehizaf Banded,16,0,5280,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Banded,16,1,5280,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Banded,16,2,5280,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Banded,16,3,5280,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Round Mirror of Sacrament,13,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Round Mirror of Sacrament,13,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Round Mirror of Sacrament,13,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Round Mirror of Sacrament,13,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
June Crown,13,0,-1,0,,,,,,,,,,,,
June Crown,13,1,-1,0,,,,,,,,,,,,
June Crown,13,2,-1,0,,,,,,,,,,,,
June Crown,13,3,-1,0,,,,,,,,,,,,
Mehizaf Head,13,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Head,13,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Head,13,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Head,13,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Robe of Sacrament,14,0,6000,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Robe of Sacrament,14,1,6000,2,Giant Caterpillar,6,Strong Acid Sac,6,,,,,,,,
Robe of Sacrament,14,2,6000,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Robe of Sacrament,14,3,6000,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
June Robe,14,0,-1,0,,,,,,,,,,,,
June Robe,14,1,-1,0,,,,,,,,,,,,
June Robe,14,2,-1,0,,,,,,,,,,,,
June Robe,14,3,-1,0,,,,,,,,,,,,
Mehizaf Robe,14,0,6600,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Robe,14,1,6600,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Robe,14,2,6600,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Robe,14,3,6600,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Bangles of Sacrament,15,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Bangles of Sacrament,15,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Bangles of Sacrament,15,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Bangles of Sacrament,15,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
June Bracers,15,0,-1,0,,,,,,,,,,,,
June Bracers,15,1,-1,0,,,,,,,,,,,,
June Bracers,15,2,-1,0,,,,,,,,,,,,
June Bracers,15,3,-1,0,,,,,,,,,,,,
Mehizaf Gauntlets,15,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Gauntlets,15,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Gauntlets,15,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Gauntlets,15,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Waistcloth of Sacrament,16,0,4800,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Waistcloth of Sacrament,16,1,4800,2,Giant Caterpillar,6,Strong Acid Sac,4,,,,,,,,
Waistcloth of Sacrament,16,2,4800,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Waistcloth of Sacrament,16,3,4800,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
June Bottoms,16,0,-1,0,,,,,,,,,,,,
June Bottoms,16,1,-1,0,,,,,,,,,,,,
June Bottoms,16,2,-1,0,,,,,,,,,,,,
June Bottoms,16,3,-1,0,,,,,,,,,,,,
Mehizaf Boots,16,0,5280,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Boots,16,1,5280,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Boots,16,2,5280,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Boots,16,3,5280,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Pundit Eye,13,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Pundit Eye,13,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Pundit Eye,13,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Pundit Eye,13,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
Briller Head,13,0,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,2,,,,,,,,
Briller Head,13,1,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,4,,,,,,,,
Briller Head,13,2,3360,3,Padding,1,War Dancing Large Feather,1,Water Purification Stone Powder,2,,,,,,
Briller Head,13,3,3360,3,Padding,1,War Dancing Large Feather,4,Water Purification Stone Powder,4,,,,,,
Mehizaf Crown,13,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Crown,13,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Crown,13,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Crown,13,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Pundit Coat,14,0,6000,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Pundit Coat,14,1,6000,2,Giant Caterpillar,6,Strong Acid Sac,6,,,,,,,,
Pundit Coat,14,2,6000,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Pundit Coat,14,3,6000,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
Briller Jacket,14,0,-1,0,,,,,,,,,,,,
Briller Jacket,14,1,-1,0,,,,,,,,,,,,
Briller Jacket,14,2,-1,0,,,,,,,,,,,,
Briller Jacket,14,3,-1,0,,,,,,,,,,,,
Mehizaf Coat,14,0,6600,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Coat,14,1,6600,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Coat,14,2,6600,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Coat,14,3,6600,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Pundit Gloves,15,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Pundit Gloves,15,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Pundit Gloves,15,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Pundit Gloves,15,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
Briller Arms,15,0,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,2,,,,,,,,
Briller Arms,15,1,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,4,,,,,,,,
Briller Arms,15,2,3360,3,Padding,1,War Dancing Large Feather,1,Water Purification Stone Powder,2,,,,,,
Briller Arms,15,3,3360,3,Padding,1,War Dancing Large Feather,4,Water Purification Stone Powder,4,,,,,,
Mehizaf Bangle,15,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Bangle,15,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Bangle,15,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Bangle,15,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Pundit Greaves,16,0,4800,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Pundit Greaves,16,1,4800,2,Giant Caterpillar,6,Strong Acid Sac,4,,,,,,,,
Pundit Greaves,16,2,4800,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Pundit Greaves,16,3,4800,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
Briller Poleyn,16,0,-1,0,,,,,,,,,,,,
Briller Poleyn,16,1,-1,0,,,,,,,,,,,,
Briller Poleyn,16,2,-1,0,,,,,,,,,,,,
Briller Poleyn,16,3,-1,0,,,,,,,,,,,,
Mehizaf Cuirass,16,0,5280,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Cuirass,16,1,5280,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Cuirass,16,2,5280,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Cuirass,16,3,5280,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Rahatz Surcoat,17,0,4000,2,Phlogopite,2,Strong Acid Sac,2,,,,,,,,
Rahatz Surcoat,17,1,4000,2,Phlogopite,4,Strong Acid Sac,4,,,,,,,,
Rahatz Surcoat,17,2,4000,2,Waterweed,2,Strong Heat-Resistant Scale,2,,,,,,,,
Rahatz Surcoat,17,3,4000,2,Waterweed,4,Strong Heat-Resistant Scale,4,,,,,,,,
Kenneby's Wear,17,0,4200,2,Padding,1,Fireproof Cord,1,,,,,,,,
Kenneby's Wear,17,1,4200,2,Padding,2,Fireproof Cord,2,,,,,,,,
Kenneby's Wear,17,2,4200,3,Padding,2,Fireproof Cord,2,Water Purification Stone Powder,2,,,,,,
Kenneby's Wear,17,3,4200,3,Padding,2,Fireproof Cord,2,Water Purification Stone Powder,4,,,,,,
Macera Mesh,17,0,4400,2,Memento Fiber (Megadosys District),50,Burning Magma Lump,1,,,,,,,,
Macera Mesh,17,1,4400,2,Memento Fiber (Megadosys District),100,Burning Magma Lump,1,,,,,,,,
Macera Mesh,17,2,4400,2,Memento Fiber (Megadosys District),100,Burning Magma Lump,2,,,,,,,,
Macera Mesh,17,3,4400,2,Memento Fiber (Megadosys District),200,Burning Magma Lump,2,,,,,,,,
Rahatz Tied,18,0,4000,2,Phlogopite,2,Strong Acid Sac,2,,,,,,,,
Rahatz Tied,18,1,4000,2,Phlogopite,4,Strong Acid Sac,4,,,,,,,,
Rahatz Tied,18,2,4000,2,Waterweed,2,Strong Heat-Resistant Scale,2,,,,,,,,
Rahatz Tied,18,3,4000,2,Waterweed,4,Strong Heat-Resistant Scale,4,,,,,,,,
Kenneby's Pants,18,0,4200,2,Padding,1,Fireproof Cord,1,,,,,,,,
Kenneby's Pants,18,1,4200,2,Padding,2,Fireproof Cord,2,,,,,,,,
Kenneby's Pants,18,2,4200,3,Padding,2,Fireproof Cord,2,Water Purification Stone Powder,2,,,,,,
Kenneby's Pants,18,3,4200,3,Padding,2,Fireproof Cord,2,Water Purification Stone Powder,4,,,,,,
Macera Hose,18,0,4400,2,Memento Fiber (Megadosys District),50,Burning Magma Lump,1,,,,,,,,
Macera Hose,18,1,4400,2,Memento Fiber (Megadosys District),100,Burning Magma Lump,1,,,,,,,,
Macera Hose,18,2,4400,2,Memento Fiber (Megadosys District),100,Burning Magma Lump,2,,,,,,,,
Macera Hose,18,3,4400,2,Memento Fiber (Megadosys District),200,Burning Magma Lump,2,,,,,,,,
Scapular Mantle,19,0,4800,2,Phlogopite,2,Strong Acid Sac,2,,,,,,,,
Scapular Mantle,19,1,4800,2,Phlogopite,4,Strong Acid Sac,4,,,,,,,,
Scapular Mantle,19,2,4800,2,Waterweed,2,Strong Heat-Resistant Scale,2,,,,,,,,
Scapular Mantle,19,3,4800,2,Waterweed,4,Strong Heat-Resistant Scale,4,,,,,,,,
Suiere Mantle,19,0,5040,2,Padding,1,Fireproof Cord,1,,,,,,,,
Suiere Mantle,19,1,5040,2,Padding,2,Fireproof Cord,2,,,,,,,,
Suiere Mantle,19,2,5040,3,Padding,2,Fireproof Cord,2,Water Purification Stone Powder,2,,,,,,
Suiere Mantle,19,3,5040,3,Padding,2,Fireproof Cord,2,Water Purification Stone Powder,4,,,,,,
Bachelor's Mantle,19,0,5280,2,Memento Fiber (Megadosys District),50,Burning Magma Lump,1,,,,,,,,
Bachelor's Mantle,19,1,5280,2,Memento Fiber (Megadosys District),100,Burning Magma Lump,1,,,,,,,,
Bachelor's Mantle,19,2,5280,2,Memento Fiber (Megadosys District),100,Burning Magma Lump,2,,,,,,,,
Bachelor's Mantle,19,3,5280,2,Memento Fiber (Megadosys District),200,Burning Magma Lump,2,,,,,,,,
Confidence Helm,13,0,3680,2,Ancient Wheat Ear,1,Ancient Wheat,2,,,,,,,,
Confidence Helm,13,1,3680,2,Ancient Wheat Ear,1,Ancient Wheat,4,,,,,,,,
Confidence Helm,13,2,3680,3,Soul Siphoning Cloth,1,Grotesque Burning Horn,1,Dragon Temple's Charm,2,,,,,,
Confidence Helm,13,3,3680,4,Soul Siphoning Cloth,1,Grotesque Burning Horn,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Ambition Head,13,0,3840,1,Reddish Dragon Scale,1,,,,,,,,,,
Ambition Head,13,1,3840,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Ambition Head,13,2,3840,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Ambition Head,13,3,3840,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Courage Armor,14,0,6600,2,Petrified Wood,4,Blazing Lizard Pelt,4,,,,,,,,
Courage Armor,14,1,6600,2,Petrified Wood,6,Blazing Lizard Pelt,6,,,,,,,,
Courage Armor,14,2,6600,2,Volcanic Tuff,4,Tree Man's Charred Branch,4,,,,,,,,
Courage Armor,14,3,6600,2,Volcanic Tuff,6,Tree Man's Charred Branch,6,,,,,,,,
Confidence Mail,14,0,6900,2,Ancient Wheat Ear,2,Ancient Wheat,2,,,,,,,,
Confidence Mail,14,1,6900,2,Ancient Wheat Ear,2,Ancient Wheat,4,,,,,,,,
Confidence Mail,14,2,6900,3,Soul Siphoning Cloth,2,Ancient Warrior's Bone,2,Dragon Temple's Charm,2,,,,,,
Confidence Mail,14,3,6900,4,Soul Siphoning Cloth,2,Ancient Warrior's Bone,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Ambition Armor,14,0,7200,1,Reddish Dragon Scale,1,,,,,,,,,,
Ambition Armor,14,1,7200,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Ambition Armor,14,2,7200,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Ambition Armor,14,3,7200,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Confidence Gauntlets,15,0,3680,2,Ancient Wheat Ear,1,Ancient Wheat,2,,,,,,,,
Confidence Gauntlets,15,1,3680,2,Ancient Wheat Ear,1,Ancient Wheat,4,,,,,,,,
Confidence Gauntlets,15,2,3680,3,Soul Siphoning Cloth,1,Grotesque Burning Horn,1,Dragon Temple's Charm,2,,,,,,
Confidence Gauntlets,15,3,3680,4,Soul Siphoning Cloth,1,Grotesque Burning Horn,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Ambition Arms,15,0,3840,1,Reddish Dragon Scale,1,,,,,,,,,,
Ambition Arms,15,1,3840,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Ambition Arms,15,2,3840,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Ambition Arms,15,3,3840,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Courage Boots,16,0,5280,2,Petrified Wood,4,Blazing Lizard Pelt,4,,,,,,,,
Courage Boots,16,1,5280,2,Petrified Wood,6,Blazing Lizard Pelt,6,,,,,,,,
Courage Boots,16,2,5280,2,Volcanic Tuff,4,Tree Man's Charred Branch,4,,,,,,,,
Courage Boots,16,3,5280,2,Volcanic Tuff,6,Tree Man's Charred Branch,6,,,,,,,,
Confidence Greaves,16,0,5520,2,Ancient Wheat Ear,2,Ancient Wheat,2,,,,,,,,
Confidence Greaves,16,1,5520,2,Ancient Wheat Ear,2,Ancient Wheat,4,,,,,,,,
Confidence Greaves,16,2,5520,3,Soul Siphoning Cloth,2,Ancient Warrior's Bone,2,Dragon Temple's Charm,2,,,,,,
Confidence Greaves,16,3,5520,4,Soul Siphoning Cloth,2,Ancient Warrior's Bone,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Ambition Legs,16,0,5760,1,Reddish Dragon Scale,1,,,,,,,,,,
Ambition Legs,16,1,5760,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Ambition Legs,16,2,5760,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Ambition Legs,16,3,5760,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Hardy Mask,13,0,3520,2,Belladonna,2,Demon Dog Pelt,2,,,,,,,,
Hardy Mask,13,1,3520,2,Belladonna,4,Demon Dog Pelt,4,,,,,,,,
Hardy Mask,13,2,3520,2,Petrified Wood,2,Small Flame Remains,2,,,,,,,,
Hardy Mask,13,3,3520,2,Petrified Wood,4,Small Flame Remains,4,,,,,,,,
Taciturne Hat,13,0,3680,2,Ancient Wheat Ear,1,Ancient Wheat,2,,,,,,,,
Taciturne Hat,13,1,3680,2,Ancient Wheat Ear,1,Ancient Wheat,4,,,,,,,,
Taciturne Hat,13,2,3680,3,Soul Siphoning Cloth,1,Grotesque Burning Horn,1,Dragon Temple's Charm,2,,,,,,
Taciturne Hat,13,3,3680,4,Soul Siphoning Cloth,1,Grotesque Burning Horn,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Mission Head,13,0,3840,1,Reddish Dragon Scale,1,,,,,,,,,,
Mission Head,13,1,3840,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Mission Head,13,2,3840,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Mission Head,13,3,3840,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Hardy Padding,14,0,6600,2,Petrified Wood,4,Blazing Lizard Pelt,4,,,,,,,,
Hardy Padding,14,1,6600,2,Petrified Wood,6,Blazing Lizard Pelt,6,,,,,,,,
Hardy Padding,14,2,6600,2,Volcanic Tuff,4,Tree Man's Charred Branch,4,,,,,,,,
Hardy Padding,14,3,6600,2,Volcanic Tuff,6,Tree Man's Charred Branch,6,,,,,,,,
Taciturne Padding,14,0,6900,2,Ancient Wheat Ear,2,Ancient Wheat,2,,,,,,,,
Taciturne Padding,14,1,6900,2,Ancient Wheat Ear,2,Ancient Wheat,4,,,,,,,,
Taciturne Padding,14,2,6900,3,Soul Siphoning Cloth,2,Ancient Warrior's Bone,2,Dragon Temple's Charm,2,,,,,,
Taciturne Padding,14,3,6900,4,Soul Siphoning Cloth,2,Ancient Warrior's Bone,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Mission Padding,14,0,7200,1,Reddish Dragon Scale,1,,,,,,,,,,
Mission Padding,14,1,7200,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Mission Padding,14,2,7200,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Mission Padding,14,3,7200,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Hardy Sleeves,15,0,3520,2,Belladonna,2,Demon Dog Pelt,2,,,,,,,,
Hardy Sleeves,15,1,3520,2,Belladonna,4,Demon Dog Pelt,4,,,,,,,,
Hardy Sleeves,15,2,3520,2,Petrified Wood,2,Small Flame Remains,2,,,,,,,,
Hardy Sleeves,15,3,3520,2,Petrified Wood,4,Small Flame Remains,4,,,,,,,,
Taciturne Gloves,15,0,3680,2,Ancient Wheat Ear,1,Ancient Wheat,2,,,,,,,,
Taciturne Gloves,15,1,3680,2,Ancient Wheat Ear,1,Ancient Wheat,4,,,,,,,,
Taciturne Gloves,15,2,3680,3,Soul Siphoning Cloth,1,Grotesque Burning Horn,1,Dragon Temple's Charm,2,,,,,,
Taciturne Gloves,15,3,3680,4,Soul Siphoning Cloth,1,Grotesque Burning Horn,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Mission Armguards,15,0,3840,1,Reddish Dragon Scale,1,,,,,,,,,,
Mission Armguards,15,1,3840,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Mission Armguards,15,2,3840,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Mission Armguards,15,3,3840,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Hardy Bottoms,16,0,5280,2,Petrified Wood,4,Blazing Lizard Pelt,4,,,,,,,,
Hardy Bottoms,16,1,5280,2,Petrified Wood,6,Blazing Lizard Pelt,6,,,,,,,,
Hardy Bottoms,16,2,5280,2,Volcanic Tuff,4,Tree Man's Charred Branch,4,,,,,,,,
Hardy Bottoms,16,3,5280,2,Volcanic Tuff,6,Tree Man's Charred Branch,6,,,,,,,,
Taciturne Cuisses,16,0,5520,2,Ancient Wheat Ear,2,Ancient Wheat,2,,,,,,,,
Taciturne Cuisses,16,1,5520,2,Ancient Wheat Ear,2,Ancient Wheat,4,,,,,,,,
Taciturne Cuisses,16,2,5520,3,Soul Siphoning Cloth,2,Ancient Warrior's Bone,2,Dragon Temple's Charm,2,,,,,,
Taciturne Cuisses,16,3,5520,4,Soul Siphoning Cloth,2,Ancient Warrior's Bone,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Mission Greaves,16,0,5760,1,Reddish Dragon Scale,1,,,,,,,,,,
Mission Greaves,16,1,5760,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Mission Greaves,16,2,5760,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Mission Greaves,16,3,5760,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Miséricorde Hat,13,0,3520,2,Belladonna,2,Demon Dog Pelt,2,,,,,,,,
Miséricorde Hat,13,1,3520,2,Belladonna,4,Demon Dog Pelt,4,,,,,,,,
Miséricorde Hat,13,2,3520,2,Petrified Wood,2,Small Flame Remains,2,,,,,,,,
Miséricorde Hat,13,3,3520,2,Petrified Wood,4,Small Flame Remains,4,,,,,,,,
Charité Circlet,13,0,3680,2,Ancient Wheat Ear,1,Ancient Wheat,2,,,,,,,,
Charité Circlet,13,1,3680,2,Ancient Wheat Ear,1,Ancient Wheat,4,,,,,,,,
Charité Circlet,13,2,3680,3,Soul Siphoning Cloth,1,Grotesque Burning Horn,1,Dragon Temple's Charm,2,,,,,,
Charité Circlet,13,3,3680,4,Soul Siphoning Cloth,1,Grotesque Burning Horn,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Redoutable Head,13,0,3840,1,Reddish Dragon Scale,1,,,,,,,,,,
Redoutable Head,13,1,3840,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Redoutable Head,13,2,3840,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Redoutable Head,13,3,3840,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Miséricorde Robe,14,0,6600,2,Petrified Wood,4,Blazing Lizard Pelt,4,,,,,,,,
Miséricorde Robe,14,1,6600,2,Petrified Wood,6,Blazing Lizard Pelt,6,,,,,,,,
Miséricorde Robe,14,2,6600,2,Volcanic Tuff,4,Tree Man's Charred Branch,4,,,,,,,,
Miséricorde Robe,14,3,6600,2,Volcanic Tuff,6,Tree Man's Charred Branch,6,,,,,,,,
Charité Coat,14,0,6900,2,Ancient Wheat Ear,2,Ancient Wheat,2,,,,,,,,
Charité Coat,14,1,6900,2,Ancient Wheat Ear,2,Ancient Wheat,4,,,,,,,,
Charité Coat,14,2,6900,3,Soul Siphoning Cloth,2,Ancient Warrior's Bone,2,Dragon Temple's Charm,2,,,,,,
Charité Coat,14,3,6900,4,Soul Siphoning Cloth,2,Ancient Warrior's Bone,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Redoutable Robe,14,0,7200,1,Reddish Dragon Scale,1,,,,,,,,,,
Redoutable Robe,14,1,7200,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Redoutable Robe,14,2,7200,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Redoutable Robe,14,3,7200,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Miséricorde Bangles,15,0,3520,2,Belladonna,2,Demon Dog Pelt,2,,,,,,,,
Miséricorde Bangles,15,1,3520,2,Belladonna,4,Demon Dog Pelt,4,,,,,,,,
Miséricorde Bangles,15,2,3520,2,Petrified Wood,2,Small Flame Remains,2,,,,,,,,
Miséricorde Bangles,15,3,3520,2,Petrified Wood,4,Small Flame Remains,4,,,,,,,,
Charité Bangles,15,0,3680,2,Ancient Wheat Ear,1,Ancient Wheat,2,,,,,,,,
Charité Bangles,15,1,3680,2,Ancient Wheat Ear,1,Ancient Wheat,4,,,,,,,,
Charité Bangles,15,2,3680,3,Soul Siphoning Cloth,1,Grotesque Burning Horn,1,Dragon Temple's Charm,2,,,,,,
Charité Bangles,15,3,3680,4,Soul Siphoning Cloth,1,Grotesque Burning Horn,4,Dragon Temple's Charm,4,Charged Great Vessel,2,,,,
Redoutable Arms,15,0,3840,1,Reddish Dragon Scale,1,,,,,,,,,,
Redoutable Arms,15,1,3840,2,Reddish Dragon Scale,2,Howling Blaze Lump,2,,,,,,,,
Redoutable Arms,15,2,3840,2,Reddish Dragon Scale,2,Evil Dragon's Chin Spike,1,,,,,,,,
Redoutable Arms,15,3,3840,2,Reddish Dragon Scale,4,Evil Dragon's Chin Spike,2,,,,,,,,
Miséricorde Shoes,16,0,5280,2,Petrified Wood,4,Blazing Lizard Pelt,4,,,,,,,,
Miséricorde Shoes,16,1,5280,2,Petrified Wood,6,Blazing Lizard Pelt,6,,,,,,,,
Miséricorde Shoes,16,2,5280,2,Volcanic Tuff,4,Tree Man's Charred Branch,4,,,,,,,,
Miséricorde Shoes,16,3,5280,2,Volcanic Tuff,6,Tree Man's Charred Branch,6,,,,,,,,
Charité Boots,16,0,5520,2,Ancient Wheat Ear,2,Ancient Wheat,2,,,,,,,,
Charité Boots,16,1,5520,2,Ancient Wheat Ear,2,Ancient Wheat,4,,,,,,,,
Charité Boots,16,2,5520,3,Soul Siphoning Cloth,2,Ancient Warrior's Bone,2,Dragon Temple's Charm,2,,,,,,
